iter	Logloss
308	0.07586234719
309	0.07567378817
310	0.07528098799
311	0.07505655352
312	0.07486273438
313	0.0745688669
314	0.07415393319
315	0.07396714237
316	0.07358321132
317	0.0733063032
318	0.07303825797
319	0.07279967212
320	0.07260362939
321	0.07231578675
322	0.07191160361
323	0.07167935431
324	0.07144721288
325	0.07123339329
326	0.07097114646
327	0.07070079409
328	0.07049705057
329	0.07025054192
330	0.07000620094
331	0.06971435073
332	0.06946496721
333	0.0692939066
334	0.0691095647
335	0.06889589891
336	0.0685341009
337	0.06839717213
338	0.06819784507
339	0.06798202591
340	0.06777568906
341	0.0675907251
342	0.06740606281
343	0.06731236227
344	0.06713780278
345	0.06693481
346	0.06670720402
347	0.06644885652
348	0.06614452671
349	0.06589669146
350	0.06566653305
351	0.06548929754
352	0.06530223623
353	0.06509968011
354	0.06487339094
355	0.06467122885
356	0.06444401956
357	0.06419522764
358	0.06400280053
359	0.06374139631
360	0.06351975785
361	0.06333407686
362	0.06323754444
363	0.06302831688
364	0.06285046741
365	0.06258229497
366	0.06250521805
367	0.06231663661
368	0.06207466459
369	0.06190473725
370	0.06167944991
371	0.06146188772
372	0.06127308371
373	0.06105287539
374	0.06085449396
375	0.06063990821
376	0.06038466846
377	0.0602541461
378	0.06009024312
379	0.05993986605
380	0.05974151284
381	0.05955082731
382	0.05939190117
383	0.05924466153
384	0.05907876027
385	0.05886403681
386	0.05874756096
387	0.05855899002
388	0.05837494347
389	0.05824890127
390	0.05805025957
391	0.05786389609
392	0.05774783192
393	0.05754260796
394	0.05740653639
395	0.05720573293
396	0.05697404754
397	0.05685210881
398	0.05668368199
399	0.05651184202
400	0.05624898202
401	0.05603927106
402	0.055872567
403	0.05566332026
404	0.05545556528
405	0.05530938072
406	0.05516442865
407	0.05500564837
408	0.05482770322
409	0.05472445968
410	0.05457510059
411	0.0544262807
412	0.05424382231
413	0.05404894
414	0.05389740252
415	0.05366340988
416	0.05354760451
417	0.05338801614
418	0.05328044617
419	0.05312492425
420	0.05294492858
421	0.05289562113
422	0.05280423235
423	0.05270367372
424	0.05261695203
425	0.05250139319
426	0.05238450708
427	0.05230614265
428	0.05216281686
429	0.05205802546
430	0.05191803833
431	0.05175423727
432	0.05163313073
433	0.05157566299
434	0.05140799823
435	0.0512533608
436	0.05112190809
437	0.05099304392
438	0.05087423192
439	0.05080339644
440	0.05070945279
441	0.05054070915
442	0.05043671813
443	0.05034497801
444	0.05023469669
445	0.05013003464
446	0.05009963735
447	0.05003128112
448	0.04991905378
449	0.04979989234
450	0.04970908823
451	0.04956640467
452	0.04947574921
453	0.04933650661
454	0.04923251869
455	0.04911123745
456	0.04900536479
457	0.0489177195
458	0.04886339038
459	0.04871543962
460	0.04858545616
461	0.04847000635
462	0.04835848827
463	0.0482167681
464	0.04808714366
465	0.04794245896
466	0.04782060242
467	0.0477025366
468	0.04758812716
469	0.04745478952
470	0.04736537893
471	0.04723062656
472	0.04709446061
473	0.04699033187
474	0.04681145341
475	0.04669447307
476	0.04655121372
477	0.04639388469
478	0.04629823689
479	0.04623244646
480	0.04617058914
481	0.04602774942
482	0.04593441473
483	0.04582482608
484	0.04565483688
485	0.04555354435
486	0.04542811259
487	0.0453189706
488	0.04520210416
489	0.04505855154
490	0.04491426154
491	0.04477543111
492	0.0447306034
493	0.0446139701
494	0.04449666293
495	0.04439232404
496	0.04430081704
497	0.04419266762
498	0.04407391674
499	0.04400542164
500	0.04388548511
501	0.04379648795
502	0.04369091661
503	0.04358348641
504	0.04349501736
505	0.04338007668
506	0.04333167635
507	0.0432126929
508	0.04311504784
509	0.04301985009
510	0.0429193475
511	0.04280423643
512	0.04272323632
513	0.04261993003
514	0.04253241685
515	0.04242412287
516	0.04233834474
517	0.04226995388
518	0.04216686829
519	0.04203799242
520	0.04193180166
521	0.04183850595
522	0.04177086881
523	0.04167691573
524	0.04157419841
525	0.04149100866
526	0.04140823869
527	0.04130789185
528	0.04122914694
529	0.0411692191
530	0.04107209161
531	0.04100073859
532	0.04088770283
533	0.04081971683
534	0.04071710183
535	0.0406426143
536	0.04054594367
537	0.04041146977
538	0.04031389417
539	0.04021372178
540	0.04012102496
541	0.04004234554
542	0.03996064485
543	0.03988866374
544	0.03980322043
545	0.03973071113
546	0.03964619537
547	0.03958401606
548	0.03948943256
549	0.0393973439
550	0.03935384739
551	0.03927397481
552	0.03920718981
553	0.03912600128
554	0.03902770241
555	0.03894383987
556	0.03884209812
557	0.0387354393
558	0.03864006587
559	0.03856940284
560	0.03848164713
561	0.03840267248
562	0.03834198731
563	0.03826324294
564	0.03821321136
565	0.03813391841
566	0.03804559414
567	0.037991069
568	0.03792739246
569	0.03786848362
570	0.03779541824
571	0.03773713219
572	0.03767822495
573	0.03760743473
574	0.03752151144
575	0.03745789025
576	0.03739676991
577	0.03732698892
578	0.03727628524
579	0.03718639368
580	0.03710375228
581	0.03701746585
582	0.03693612753
583	0.03688139827
584	0.03682286247
585	0.03679278698
586	0.03667618926
587	0.0365965241
588	0.03655425566
589	0.03646648368
590	0.03639746811
591	0.03635098113
592	0.03625144572
593	0.03615581866
594	0.0360623116
595	0.03600704322
596	0.0359503192
597	0.03589762472
598	0.03583224684
599	0.03576134364
600	0.03569118427
601	0.0355784445
602	0.03550433274
603	0.03543882754
604	0.03535141711
605	0.03530658863
606	0.03520833678
607	0.03515507829
608	0.03508047547
609	0.03501021162
610	0.03495027284
611	0.03489022816
612	0.03481043143
613	0.03472168381
614	0.03463922475
615	0.03456959298
616	0.03448607051
617	0.03441327366
618	0.0344087479
619	0.03432828533
620	0.03427842595
621	0.03422909743
622	0.03414463303
623	0.03409541233
624	0.03402186002
625	0.03389272478
626	0.03383380854
627	0.03374610933
628	0.0336694385
629	0.03359067064
630	0.03349438059
631	0.03339012684
632	0.03328104525
633	0.03321090816
634	0.03311771812
635	0.03305886412
636	0.03301231754
637	0.03293561804
638	0.03283340337
639	0.03274973945
640	0.03269519424
641	0.03261125104
642	0.03256727527
643	0.03248385374
644	0.03243547292
645	0.03234018834
646	0.03226587413
647	0.03219705348
648	0.03214182293
649	0.03210203261
650	0.03205925887
651	0.03196728248
652	0.0319339686
653	0.03185613392
654	0.03179175769
655	0.03173845524
656	0.03168978051
657	0.03163242764
658	0.0315871927
659	0.0315340296
660	0.03146170309
661	0.03139179863
662	0.03132055089
663	0.03124455964
664	0.03120315045
665	0.03113831203
666	0.03107975835
667	0.03099912593
668	0.03095453502
669	0.03089901823
670	0.03083754907
671	0.03081496632
672	0.03073580625
673	0.03068034614
674	0.03061027096
675	0.03054527018
676	0.03049868115
677	0.03044696814
678	0.03041180675
679	0.03036246435
680	0.03029980021
681	0.03025006609
682	0.03021906476
683	0.03015371248
684	0.0300915144
685	0.03003019371
686	0.02994192523
687	0.02988369412
688	0.02983763426
689	0.02978512915
690	0.02971566623
691	0.02964931294
692	0.02959789708
693	0.02953745636
694	0.02948053792
695	0.02943465712
696	0.02939482012
697	0.02932093632
698	0.02924902037
699	0.0292002602
700	0.02916011158
701	0.02910323842
702	0.0290431876
703	0.02899476573
704	0.02894301718
705	0.02887325348
706	0.02880146465
707	0.0287399313
708	0.02869841032
709	0.0286465278
710	0.02861025842
711	0.02854151821
712	0.02848091939
713	0.0284297548
714	0.02838438529
715	0.02832633784
716	0.02826038051
717	0.02817925952
718	0.02812326688
719	0.02806441676
720	0.0280310973
721	0.02796733996
722	0.0279078512
723	0.02782781555
724	0.02778512749
725	0.02772821964
726	0.02767253135
727	0.02761627204
728	0.02754171575
729	0.02748781186
730	0.02743349742
731	0.02736570602
732	0.027308491
733	0.02726924372
734	0.0272201012
735	0.02716730878
736	0.02711684041
737	0.02705851322
738	0.02700224811
739	0.02692852272
740	0.02687120756
741	0.02682212767
742	0.02677042137
743	0.0266995936
744	0.02664505661
745	0.02658611954
746	0.02653366671
747	0.02647624946
748	0.02641893523
749	0.0263856903
750	0.02634825706
751	0.0262998201
752	0.02626205006
753	0.02622199843
754	0.02616284751
755	0.02612020175
756	0.02607077599
757	0.02601563197
758	0.02598161792
759	0.02595640586
760	0.02590811136
761	0.02584471773
762	0.02580840223
763	0.02576254096
764	0.02571219056
765	0.02566885689
766	0.02562049503
767	0.02555034996
768	0.02551265785
769	0.0254647353
770	0.02540808874
771	0.02536811269
772	0.02533245911
773	0.02529328114
774	0.02524036132
775	0.02520441282
776	0.02513137496
777	0.02508029053
778	0.02501713096
779	0.02496303082
780	0.02492347332
781	0.02489551237
782	0.02486398237
783	0.02482309198
784	0.02474809501
785	0.02468399258
786	0.02464644268
787	0.02459969487
788	0.02455831088
789	0.02450406334
790	0.02446047415
791	0.02443675455
792	0.02439715803
793	0.0243551278
794	0.02430494179
795	0.0242736477
796	0.0242251609
797	0.02418087194
798	0.02413516886
799	0.02408151846
800	0.02404198843
801	0.02399083688
802	0.02394798075
803	0.02390463706
804	0.02384614757
805	0.02381158267
806	0.02376928284
807	0.02372428751
808	0.0236875147
809	0.02363528979
810	0.02358354617
811	0.02354488703
812	0.02349543835
813	0.02344220797
814	0.02339690261
815	0.02335365594
816	0.02332530557
817	0.02327250356
818	0.02322593776
819	0.02318086503
820	0.02313393526
821	0.02309146809
822	0.02304872443
823	0.02301814573
824	0.02296348537
825	0.02294125264
826	0.02287363118
827	0.02284425196
828	0.02280165764
829	0.02275458054
830	0.02270661636
831	0.02265069979
832	0.02261510551
833	0.0225492973
834	0.02252544283
835	0.02248392601
836	0.02243263881
837	0.02238076428
838	0.02234193718
839	0.02230649965
840	0.02226847161
841	0.02222660586
842	0.02219299261
843	0.02215511988
844	0.02212729853
845	0.02208658291
846	0.02205373667
847	0.02201153814
848	0.02197697834
849	0.02194023436
850	0.02189712749
851	0.02185569016
852	0.02182663592
853	0.02178137207
854	0.02173994304
855	0.02168882314
856	0.02166114597
857	0.02163291769
858	0.0215720869
859	0.02153361035
860	0.02148821359
861	0.02144046416
862	0.02141528503
863	0.02137748601
864	0.02134281387
865	0.02130489633
866	0.02126645228
867	0.02123267331
868	0.02119777935
869	0.02116200288
870	0.02111943537
871	0.02109086595
872	0.02103235865
873	0.02098661108
874	0.02095686441
875	0.02093137954
876	0.0208982443
877	0.02086342881
878	0.02082202909
879	0.02077277784
880	0.02073305926
881	0.02070651806
882	0.02067051708
883	0.02063487967
884	0.02059821651
885	0.02056940687
886	0.02054211245
887	0.02051895286
888	0.02048845461
889	0.02046434219
890	0.02042900578
891	0.02039220459
892	0.02035260236
893	0.02031986402
894	0.02028089042
895	0.02023798579
896	0.02020009454
897	0.02016239964
898	0.02012521258
899	0.02009803838
900	0.02004764571
901	0.02002737222
902	0.0199960193
903	0.01996316118
904	0.01992645829
905	0.01988838196
906	0.01985217021
907	0.01981661839
908	0.01978162077
909	0.0197420004
910	0.01969706627
911	0.01965329768
912	0.0196215035
913	0.01958370257
914	0.01954609636
915	0.01952087268
916	0.01950208273
917	0.01947040174
918	0.01943697334
919	0.01940297826
920	0.01937619834
921	0.01935085249
922	0.01931148575
923	0.0192724342
924	0.01924195239
925	0.01921576143
926	0.01918810276
927	0.01914062681
928	0.01911823109
929	0.01908404501
930	0.01905229461
931	0.01901423607
932	0.01898661053
933	0.01894439421
934	0.01891022867
935	0.01887459054
936	0.01884595135
937	0.01881749319
938	0.01878769546
939	0.01875940334
940	0.01872847403
941	0.01869821183
942	0.01866388463
943	0.01862687342
944	0.01859397695
945	0.01855553396
946	0.01852613641
947	0.01849906621
948	0.01847159752
949	0.01843339127
950	0.01840835445
951	0.01836497281
952	0.01834560914
953	0.01831473435
954	0.01828605772
955	0.01825074414
956	0.01822467017
957	0.01819486901
958	0.01817604381
959	0.01814482499
960	0.01811531986
961	0.0180865001
962	0.0180442871
963	0.01801835999
964	0.01798249355
965	0.01794111147
966	0.01791170829
967	0.01788529593
968	0.01785503591
969	0.01782652349
970	0.017794843
971	0.01776765495
972	0.01774027841
973	0.01771266989
974	0.01767273488
975	0.01763898731
976	0.01761453407
977	0.01758121379
978	0.01755652924
979	0.01753118958
980	0.01750664733
981	0.01747383028
982	0.0174437585
983	0.01740288144
984	0.01736091801
985	0.01733896171
986	0.01730908672
987	0.01728188433
988	0.01725639129
989	0.01723047432
990	0.01719878594
991	0.01716841432
992	0.0171440635
993	0.01712507239
994	0.01708747601
995	0.01706182913
996	0.01703967115
997	0.01701834362
998	0.01699874432
999	0.01697161228
